Trait	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoSilk	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDDaystoTassel	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	GDDAnthesis-SilkingInterval	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	TasselSterility	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	PlantHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	EarHeight	NumberofLeaves	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	UpperLeafAngle-BorderPlant	LeafWidth-BorderPlant	LeafSheathLength	TilleringIndex-BorderPlant	Phylotaxy	NumberofTilleringPlants	NumberofTilleringPlants	SizeofTillers	NR	NR	CS	GS	GLDH	AlaAT	AGPase	ShikDH	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRStarch	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIRProtein	NIROil	NIROil	NIROil	NIROil	NIROil	NIROil	NorthernLeafBlight	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight-IncubationPeriod	SouthernLeafBlight	SouthernLeafBlight	SouthernLeafBlight	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobDiameter	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	CobWeight	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarDiameter	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	EarLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	SeedSetLength	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	EarRowNumber	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	TotalKernelVolume	KernelFillPercentage	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarWeight	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	EarRankNumber	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	20KernelWeight	RowQuality	RowQuality	HerbicideSensitivity
Ki2021	2	5	7	2	NaN	2	7	6	9	12	7	NaN	NaN	NaN	NaN	93.5	54	NaN	92	NaN	NaN	85	NaN	NaN	NaN	88.5	55	110	90	NaN	NaN	NaN	NaN	NaN	1238.70416	948.884445	914.163335	NaN	1219.331665	891.663335	NaN	1216.47111	NaN	NaN	NaN	1144.593613	925.55278	931.110555	1005.27389	1187.75	891.663335	NaN	NaN	NaN	NaN	NaN	94.1080475	23.331665	-16.94222	NaN	31.581665	0	NaN	NaN	NaN	NaN	351	354	269	304	338	NaN	426	NaN	150	153	143	159	174	NaN	153	NaN	25	22	11	21	19	NaN	23	NaN	224	NaN	175	29	27	34	23	NaN	5	NaN	4	7	NaN	NaN	NaN	190	95	165	NaN	150	125	195	230	NaN	NaN	NaN	127.5	45	90	NaN	80	65	145	185	NaN	3.5	817	803	876.5	668	838	993	729	NaN	928	108	115	122	84	112	103	112	NaN	100	NaN	NaN	NaN	50	55	NaN	NaN	NaN	NaN	NaN	NaN	70	NaN	70	NaN	NaN	1	0	0	NaN	NaN	NaN	NaN	128	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.94	68.46	65.78	NaN	NaN	NaN	NaN	16.52	14.17	14.98	NaN	NaN	NaN	3.13	4.47	3.32	NaN	NaN	3	NaN	NaN	NaN	8.5	8.5	7	NaN	NaN	26.11	28.08	31	NaN	25.32	NaN	NaN	NaN	13.0825	8.5	20.85	NaN	14.55	NaN	NaN	NaN	NaN	40.76	47.5	NaN	33.795	NaN	NaN	NaN	131.1025	93.38	157	NaN	139.91	NaN	NaN	NaN	91.02	145	NaN	123.97	NaN	NaN	NaN	NaN	16	17	NaN	16	NaN	NaN	NaN	NaN	55	100	NaN	NaN	NaN	NaN	49.2	101	NaN	30.6	NaN	NaN	NaN	NaN	16	26.5	22	NaN	NaN	NaN	3.7	5.35	NaN	2.3	NaN	4	3	NaN
Ki21	7	6	9	6	NaN	0	6	6.5	8	12	7	NaN	NaN	NaN	NaN	80	58	95	78	82	NaN	73	NaN	88	121	79.5	58	91	78	82	NaN	72	NaN	NaN	1001.165833	976.663335	980.55278	972.77389	1002.75	920	1055.75	993.19222	NaN	1054.13	NaN	992.40139	962.22111	980.55278	930.831665	1002.75	936.110555	1055.75	975.94222	NaN	NaN	NaN	8.761945	14.44222	0	41.94222	0	-16.110555	0	17.25	NaN	435	374	402.5	346	355.5	256	371	351	304	205	276	210	248	150	261	225	9	18	9.5	9	10	9	11	10	NaN	298	182	142	17	20	14	15	NaN	3	1	3	NaN	NaN	135	130	155	110	145	150	160	105	150	155	NaN	95	65	102.5	40	90	110	100	55	110	100	NaN	NaN	915	777	846.6666667	732	743	689	822	NaN	856	122	83	97	64	79	79	91	NaN	111	72.5	60	75	20	55	NaN	70	NaN	NaN	NaN	NaN	70	NaN	70	NaN	NaN	1	0	1	NaN	NaN	NaN	82	139	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.84	72.31	70.38	67.92	68.04	NaN	NaN	13.23	9.74	11.55	13.94	14.18	NaN	4.53	4.77	4.18	3.15	4.44	2	NaN	NaN	NaN	8.5	8.5	7	19	NaN	21.3775	18.715	25	23	23.765	NaN	8.7	NaN	11.035	3.2	9.9	7.1	12.235	NaN	27	NaN	37.095	28.76	NaN	32	37.41	NaN	70	NaN	123.015	72.67	111	112	126.07	NaN	46	NaN	61.345	79	103	118.665	NaN	11	NaN	11	9	12	10	12	NaN	30	NaN	73.75	27.5	50	80	40	NaN	61.0575	18.05	45	48	71.545	NaN	20	NaN	20.75	12.5	16	24	NaN	NaN	5.065	4.05	3.8	4.1	4.835	NaN	3	2	NaN
Ki3	7	5	10.5	5	NaN	6	3	6.5	6	10	7	NaN	NaN	94	104	81	60	95	76	85	NaN	75	NaN	92	100	80	59	89	76	82	NaN	73	NaN	964.80278	1014.552778	936.94222	1014.163335	972.77389	970.610555	920	1111	1032.72111	NaN	1112.69	964.80278	999.235555	913.05278	997.22111	904.163335	970.610555	920	1055.75	993.19222	NaN	27.16	0	15.3172225	23.884445	16.94222	68.610555	0	0	55.25	39.52389	NaN	324	279	306	243	259.5	258	304	261	173	158	187	154	149	103	197	137	11	11	11	7	9.5	14	8	6	NaN	238	143	176	15	18	31	12	NaN	4	5	4	NaN	NaN	125	135	137.5	85	105	125	135	95	150	150	NaN	55	60	65	30	50	65	75	40	105	75	NaN	4.5	651	865	627.75	622	783	704	676	793	742	105	100	98.75	94	105	91	92	107	124	70	70	80	55	65	NaN	70	NaN	NaN	NaN	60	65	NaN	45	NaN	NaN	NaN	0	0	NaN	NaN	NaN	NaN	114	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.96	65.935	64.65	65.47	62.17	NaN	NaN	14.34	12.875	13.17	12.57	13.86	NaN	5	4.36	4.92	5.29	5.23	NaN	2	NaN	NaN	NaN	8.25	8	7	NaN	32	25.0625	23.175	25	NaN	24.82	NaN	NaN	25.4	14.1525	4.15	5.7	NaN	16.35	NaN	NaN	37	36.2975	33.095	40	NaN	38.73	NaN	NaN	132	115.26	61.13	75	NaN	132.925	NaN	NaN	64	59.585	73	NaN	116.835	NaN	NaN	14	13.25	13	14	NaN	14	NaN	NaN	NaN	53.75	22.5	40	NaN	NaN	40	54.29	22.8	34	NaN	82.65	NaN	NaN	11	15	10.5	11	24.5	NaN	2.7	5.2275	3.5	4.7	NaN	4.9	NaN	2	3	NaN
Ki43	2	3	10	3	NaN	1	6	6.5	7	12	7	NaN	NaN	NaN	NaN	81	60	94	78	87	NaN	81	NaN	NaN	NaN	81	60	94	77	87	NaN	78	NaN	NaN	1018.817223	893.610555	1014.163335	961.110555	1002.75	989.72111	1144.05278	1140.110555	NaN	NaN	NaN	1018.817223	884.44222	1014.163335	961.110555	985.72111	980	1144.05278	1095.52389	NaN	NaN	NaN	0	9.163335	0	0	17.02389	9.72111	0	44.581665	NaN	NaN	377	370.5	327	338.5	339	393	379	NaN	279	263.5	242	257	241	289	267	NaN	7	7	6	6	8	8	8	NaN	276	237	228	22	18	30	17	NaN	2	1	3	3	NaN	NaN	115	115	90	135	NaN	125	80	115	130	NaN	NaN	42.5	62.5	40	60	NaN	65	40	80	70	NaN	5	937	NaN	884.75	738	968	951	928	1002	1010	108	NaN	87.75	101	93	92	102	108	96	NaN	60	NaN	45	60	NaN	45	NaN	NaN	NaN	75	62.5	NaN	NaN	NaN	NaN	1	1	1	NaN	NaN	NaN	94	150	0	212.5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.03	65.36	65.75	60.44	NaN	NaN	NaN	16.03	16.64	14.46	15.91	NaN	NaN	4.7	4.63	6.61	5.62	NaN	2	NaN	NaN	NaN	8	8.25	7.5	NaN	NaN	23.625	23.25	24	28	22.815	NaN	NaN	NaN	12.845	14.1	7.133333333	12.3	16.17	NaN	NaN	NaN	31.88	33.4	32	37	28.975	NaN	NaN	NaN	143.615	141.65	95	137	153.645	NaN	NaN	NaN	113.47	78	116	115.62	NaN	NaN	NaN	11	11	9.5	12	16	NaN	NaN	NaN	38.75	40	20	NaN	NaN	NaN	42.245	50.7	24	51	34.415	NaN	NaN	NaN	16.25	20	10	13	NaN	NaN	5.0275	6.1	5.5	4	4.56	NaN	2	2	NaN
Ki44	1	3	10.5	5	NaN	0	6	7	6	12	7	NaN	NaN	NaN	NaN	88.5	63	NaN	91	NaN	NaN	81	NaN	92	121	81.5	62	98	81	87	NaN	79	NaN	NaN	1169	1003.884445	1059.163335	NaN	1203.25	920	NaN	1140.110555	NaN	1082.55	NaN	1081.134445	962.22111	1043.610555	994.163335	1055.77389	904.72111	1144.05278	1110.77389	NaN	NaN	NaN	87.860555	41.663335	15.55278	NaN	147.47111	15.27389	NaN	29.331665	NaN	369	298	326	290	286	294	344	342	246	210	213	194	209	220	203	228	12	12	13	9	10.5	8	15	13	NaN	228	200	209	16	25	12	14	NaN	5	2	3	4	NaN	105	125	122.5	85	120	NaN	110	75	140	130	NaN	50	60	67.5	25	65	NaN	50	30	80	60	NaN	NaN	668	701	718	639	768	722.5	750	847	754.5	107	87	100	82	88	86	94	103	108.5	77.5	NaN	65	50	70	NaN	65	NaN	NaN	NaN	NaN	52.5	NaN	45	NaN	NaN	NaN	0	0	NaN	NaN	NaN	94	112	0	132.5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.38	64.46	NaN	NaN	NaN	NaN	NaN	14.06	14.5	NaN	NaN	NaN	NaN	4.34	4.86	NaN	NaN	2	NaN	NaN	NaN	8	8	7	NaN	NaN	14.17	20.46	26	NaN	NaN	NaN	NaN	NaN	2.745	5.45	13.65	NaN	NaN	NaN	NaN	NaN	NaN	27.545	36.5	NaN	NaN	NaN	NaN	NaN	61.98	67.19	101	NaN	NaN	NaN	NaN	NaN	53.4115	85	NaN	NaN	NaN	NaN	NaN	11	8.5	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35	NaN	NaN	NaN	NaN	NaN	41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.5	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	NaN	2	2	NaN
Ky21	0	2	7	6	NaN	4	2	6	5	11	5	NaN	NaN	NaN	106	85	65	91	76	78	96	80	NaN	NaN	100	79	63	86	74	76	93	80	NaN	964.80278	1081.134445	1065.27389	1090	930.831665	970.610555	1064.44222	987.134445	1125.163335	NaN	NaN	964.80278	983.261945	962.22111	1059.163335	870.27389	944.05278	951.94222	953	1125.163335	NaN	NaN	0	97.8725	103.05278	30.831665	60.55278	26.55278	112.495	34.134445	0	NaN	NaN	391	354	219	NaN	286	321	315	NaN	234	172.5	132	NaN	148	181	178	NaN	12	14.5	10	15	16	19	17	NaN	304	NaN	168	0	26	0	17	NaN	5	NaN	5	5	NaN	NaN	150	160	80	130	NaN	145	115	150	170	NaN	NaN	80	82.5	30	60	NaN	75	50	95	95	NaN	4	NaN	794	746.25	520	713	713	715	790	786	NaN	102	111	55	102	98	96	97	80	NaN	80	NaN	55	80	NaN	85	10	NaN	NaN	77.5	82.5	NaN	70	NaN	NaN	NaN	0.5	1	NaN	NaN	NaN	105	163	1	155	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.83	66.935	NaN	NaN	67.86	NaN	NaN	16.1	14.09	NaN	NaN	15.23	NaN	3.61	3.135	NaN	NaN	2.95	NaN	3	NaN	NaN	NaN	7.5	7.5	NaN	NaN	30	25.9625	NaN	NaN	26	24.915	32.5	NaN	30.7	18.9825	NaN	NaN	25.6	26.85	25.15	NaN	40	38.2475	NaN	39	40	40.675	42	NaN	162	120.4925	NaN	102	144	149.045	136	NaN	NaN	NaN	68	140	144.94	128	NaN	12	12.25	NaN	NaN	12	12	12	NaN	60	58.75	NaN	NaN	NaN	NaN	67	56.99	NaN	NaN	115	110.75	98.5	NaN	NaN	20.75	NaN	NaN	33.5	NaN	6.4	4.6225	NaN	6.7	5.3	4.9	5.15	2	3	NaN
KY226	3	5	7	1	NaN	4	0	5.5	4	7	6	NaN	NaN	86	NaN	79.5	57	87	76	72	101	NaN	NaN	88	NaN	77.5	57	84	74	71	100	NaN	NaN	NaN	992.0263875	NaN	964.44222	883.331665	970.610555	951.94222	895.52389	NaN	NaN	1054.13	NaN	957.6777775	NaN	964.44222	841.663335	944.05278	891.663335	882.27389	NaN	NaN	-34.38	NaN	34.34611	NaN	0	41.663335	26.55278	60.27389	13.25	NaN	NaN	351	308	381.5	NaN	NaN	279	306	NaN	271	249	300	NaN	NaN	229	239	NaN	12	14	11	NaN	10	15	14	NaN	NaN	212	NaN	146	29	23	22	23	NaN	2	NaN	0	NaN	NaN	140	150	150	NaN	135	130	165	80	175	NaN	NaN	60	60	82.5	NaN	70	80	95	40	100	NaN	NaN	4.5	646	862	876.25	NaN	776	NaN	897	821	NaN	82	85	76.75	NaN	70	NaN	79	78	NaN	45	55	50	55	50	NaN	40	40	NaN	NaN	40	60	NaN	65	NaN	NaN	NaN	0.5	0	NaN	NaN	NaN	81	133	0	112.5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.38	NaN	NaN	NaN	NaN	NaN	NaN	15.855	NaN	NaN	NaN	NaN	NaN	2.66	NaN	NaN	NaN	NaN	4	NaN	NaN	NaN	7.75	7	4	NaN	25	24.2625	NaN	NaN	NaN	25.755	26	NaN	11.5	15.805	NaN	NaN	NaN	25.5	10.25	NaN	36	NaN	NaN	NaN	NaN	37.625	38.5	NaN	97	131.755	NaN	NaN	NaN	143.15	108	NaN	68	NaN	NaN	NaN	123.32	78.5	NaN	12	NaN	NaN	NaN	NaN	12	13	NaN	40	NaN	NaN	NaN	NaN	NaN	40	NaN	NaN	NaN	NaN	79	39.5	NaN	12	NaN	NaN	NaN	27	NaN	5.4	NaN	NaN	NaN	NaN	4.95	3.25	3	3	NaN
KY228	11	2	7	2	NaN	2	1	5	6	9	5	NaN	NaN	84	100	81.5	64	87	77	83	96	74	NaN	81	97	76.5	60	83	74	78	93	72	NaN	964.80278	1023.692223	1053.05278	1074.44222	883.331665	985.72111	1051.94222	1075.081665	1012.581665	NaN	931.22	936.94222	939.4975	1003.884445	1014.163335	828.610555	944.05278	998.610555	987.134445	975.94222	NaN	51.55	27.860555	84.1922225	49.163335	60.27389	54.72111	41.663335	53.331665	87.94222	36.634445	NaN	314	320	312	291	322.5	310	295	305	219.5	205	197.5	207	219	182	185	212	14.5	20	15	14	16.5	17	18	19	206	230	206	193	43	34	16	14	2	4	3	4	3	NaN	135	155	157.5	115	150	170	160	90	165	140	NaN	50	65	77.5	45	85	90	65	50	80	65	NaN	4	689	860	766.5	733	763	804	836	860	735	89	91	95.75	80	88	83	92	95	110	77.5	70	67.5	55	70	70	75	55	70	NaN	57.5	60	NaN	65	NaN	NaN	NaN	0.5	0	NaN	NaN	55	93	157	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.13	66.55	70.75	66.1	66.78	NaN	NaN	14.02	15.335	12.62	14.04	14.2	NaN	3.95	3.675	3.58	4.12	2.97	NaN	3	NaN	NaN	NaN	7	6.75	6.5	23	25	19.0225	NaN	19	28	24.465	27	13.6	15.3	14.2525	NaN	7.6	12	23.835	15.8	33	31	31.715	NaN	32	40	38.71	37	108	141	150.18	NaN	102	90	174.35	143.5	96	108	NaN	69	73	161.56	125	14	10	12	NaN	8	14	12	11	70	40	65	NaN	20	80	60	36	58.9325	NaN	24	61	114.34	61.5	22	21	27	NaN	10	43	NaN	3.9	3.915	NaN	5	5.5	3.97	3.45	2	3	NaN
L317	7	8	10	5	NaN	4	3	6	7	13	6	NaN	NaN	82	101	78	59	88	74	77	89	67	NaN	79	94	73.5	59	82	70	75	84	65	NaN	964.80278	966.3027775	990.27389	997.22111	896.110555	944.05278	951.94222	969.94222	895.134445	NaN	900.3	913.634445	885.2475	893.610555	997.22111	818.610555	873.55278	879.44222	937.97111	870.610555	NaN	47.72	51.163335	81.0527775	96.663335	0	77.5	70.5	72.5	31.97111	24.52389	NaN	295	319	270	256	327	278	306	278	206	219	193	191	234	174	227	206	15	22	10.5	14	14	14	15	13	NaN	148	NaN	158	44	30	24	22	NaN	1	NaN	1	NaN	NaN	185	190	165	105	145	200	155	95	190	180	NaN	95	100	92.5	45	75	115	90	55	100	90	NaN	4.5	682	762	657.25	559	674	604	587	703	748	94	96	89	81	96	91	82	97	106	65	60	70	45	50	75	35	60	60	NaN	47.5	80	NaN	70	NaN	NaN	NaN	0.5	0	NaN	NaN	85	93	145	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.61	63.33	71.46	NaN	68.47	63.89	NaN	14.74	13.27	12.76	NaN	12.83	14.94	4.93	4.44	4.61	NaN	5.01	3.82	3	NaN	NaN	NaN	8.25	8	5	NaN	34	23.0675	19.07	26	26	22.23	30	NaN	29.8	16.7	6.9	13.2	18.5	18.95	24.2	NaN	42	32.5625	NaN	36	38	34.39	38.5	NaN	201	170.715	101.23	131	146	164.87	193	NaN	NaN	NaN	111	141	161.76	188	NaN	16	12.5	10	14	14	13	15	NaN	40	61.25	NaN	60	NaN	NaN	NaN	60.88	NaN	59	79	82.05	85.5	NaN	NaN	28.5	NaN	23	34	NaN	5.2	3.4625	NaN	3.8	3.6	3.2	3	2	2	NaN
L578	3	5	10	5	NaN	0	6	5.5	6	7	6	NaN	NaN	NaN	102	82.5	64	93	86	87	NaN	75	NaN	92	102	81.5	63	93	84	87	NaN	74	NaN	964.80278	1041.968613	1029.44222	1074.44222	949.163335	1124.69222	998.610555	1144.05278	1032.72111	NaN	1082.55	964.80278	1027.317223	976.663335	1059.163335	949.163335	1097.05278	963.884445	1144.05278	1012.581665	NaN	NaN	0	14.65139	52.77389	15.27389	0	27.634445	34.72111	0	20.134445	NaN	368.5	360	348.5	312	269.5	313	381	296	263	247	259	244	182.5	205	246	190	13	6.5	8	3	8.5	10	10	13	220	230	182	220	32	37	34	18	1	2	1	1	1	NaN	175	215	185	115	165	205	165	145	210	220	NaN	95	120	100	55	50	125	75	60	75	130	NaN	NaN	837	865	850.5	664	813	898	735	843	920	96	100	92.75	70	77	90	78	91	104	77.5	85	NaN	65	85	NaN	NaN	NaN	NaN	NaN	75	75	NaN	65	NaN	NaN	NaN	0	1	NaN	NaN	NaN	87	152	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.49	69.83	NaN	66.28	NaN	NaN	NaN	18.185	14.26	NaN	16.28	NaN	NaN	4.86	5.41	NaN	5.89	NaN	3	NaN	NaN	NaN	7	8.25	6	NaN	NaN	25.5775	NaN	NaN	29	26.175	NaN	NaN	NaN	15.4375	NaN	NaN	19.3	21.55	NaN	NaN	NaN	NaN	NaN	NaN	40	NaN	NaN	NaN	NaN	123.1725	NaN	NaN	111	133.05	NaN	NaN	NaN	NaN	NaN	77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	NaN	NaN	1	3	NaN
M14	8	8	10	5	NaN	8	4	7.5	9	11	6	NaN	NaN	78	90	67	52	78	66	72	80	62	NaN	76	88	66	51	75	66	69	80	61	NaN	870.55278	787.134445	829.163335	882.22111	759.163335	805.610555	866.663335	895.52389	810.384445	NaN	859.38	847.05278	776.081665	829.163335	865.27389	724.163335	805.610555	797.5	855.134445	791.69222	NaN	25.61	23.5	11.05278	0	16.94222	35	0	69.163335	40.384445	18.69222	NaN	361	376	333	NaN	330.5	308	334	409	263.5	288	224	NaN	214	187	243	285	8	7	9	6	9.5	13	11	14	282	254	212	244	46	44	22	20	4	0	0	2	NaN	NaN	125	120	117.5	90	105	145	120	95	105	145	NaN	45	35	47.5	35	35	65	60	20	45	55	NaN	4.5	623	610	593.75	429	691	686	610	646	741	107	80	95.25	81	95	93	89	89	113	37.5	30	25	30	35	35	40	45	40	NaN	55	65	NaN	45	NaN	NaN	NaN	0	0	NaN	NaN	35	94	137	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.18	64.575	70.01	NaN	NaN	62.9	NaN	15.68	16.81	14.67	NaN	NaN	16.41	4.09	4.82	4.42	NaN	NaN	6.12	2	NaN	NaN	NaN	7.25	7	5	24	30	26.2725	24.695	34	30	26.86	31	12.6	18.55	14.8525	8.65	20.6	12.7	18.9	23.25	38	46	38.3925	36.75	NaN	43	38.275	42	134	150	141.315	100.76	154	93	176.68	176.5	131	98	89.22	129	92	158.315	163	13	16	15.75	15.5	14	NaN	16	17	62	90	85	42.5	40	80	NaN	81.5	70.8125	43.75	41	69	78.15	116	23	19	29.5	17.5	NaN	31.5	NaN	5.15	4.4525	4.25	3.5	5.5	3.85	4	2	2	NaN
M162W	5	8	11.5	6	NaN	1	7	7	5	12	8	NaN	NaN	87	NaN	79	62	90	79	86	99	75	NaN	91	NaN	80	64	89	79	85	99	78	NaN	NaN	983.90139	925.55278	1043.610555	916.110555	1020.77389	970.831665	1128.02389	1032.72111	NaN	1097.3	NaN	1001.165833	936.94222	1074.44222	904.163335	1020.77389	970.831665	1111	1095.52389	NaN	-58.58	NaN	-17.261945	-11.384445	-30.831665	11.94222	0	0	17.02389	-62.80278	NaN	322	276	360	238	290	255	383	404	244	220	266	177	231.5	189	295	245	8	8	8.5	5	8	11	10	7	NaN	178	212	146	22	31	17	17	NaN	2	1	2	NaN	NaN	155	125	145	95	NaN	130	145	95	165	165	NaN	80	70	80	45	NaN	80	65	45	100	100	NaN	4.5	785	826	736	717	724	785	647	817	677	106	95	96.25	78	98	108	89	117	113	52.5	35	50	45	35	60	70	NaN	50	NaN	50	62.5	NaN	50	NaN	NaN	1	0	0	NaN	NaN	60	104	142	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.25	69.08	67.64	69.59	NaN	NaN	NaN	12	14.68	12.12	12.1	NaN	NaN	3.98	3.85	5.42	4.27	NaN	3	NaN	NaN	NaN	8.25	8.25	6	NaN	24	24.6325	23.82	27	27	23.725	31	NaN	10	11.1175	9.09	8.2	8.3	9.3	11.5	NaN	34.5	43.1425	39.43	39	40	37.81	44.5	NaN	106.5	125.455	92.54	74	106	105.425	101.5	NaN	76	91.78	53	80	93.295	88	NaN	12	14	16	12	12	15	15	NaN	30	105	70	30	NaN	NaN	25.5	79.3625	60.32	31	NaN	63.95	69	NaN	12	20.5	18	6	22	NaN	2.4	6.56	5.1	7.4	5.9	4.9	4.55	2	3	NaN
